,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies
7865,6400.0, 36 months,9.17,204.03,B,5 years,OWN,80000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,12.45,0.0,May-1989,665.0,669.0,2.0,11.0,0.0,13823.0,48.0,21.0,Individual,1.0,0.0
8330,20000.0, 60 months,16.99,496.95,D,1 year,MORTGAGE,62000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,28.05,0.0,Feb-2005,660.0,664.0,0.0,14.0,1.0,12249.0,81.1,28.0,Individual,1.0,1.0
2256,17000.0, 36 months,10.78,554.79,B,8 years,OWN,48000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,33.95,0.0,Jul-1988,715.0,719.0,0.0,16.0,0.0,20883.0,39.5,23.0,Individual,0.0,0.0
9478,11400.0, 60 months,18.49,292.54,E,10+ years,MORTGAGE,30000.0,Verified,Dec-2015,Charged Off,credit_card,36.04,0.0,Dec-1999,665.0,669.0,3.0,11.0,3.0,11267.0,70.0,21.0,Individual,2.0,0.0
7203,20000.0, 60 months,14.48,470.36,C,10+ years,MORTGAGE,70000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,16.42,0.0,Jul-2001,690.0,694.0,0.0,16.0,1.0,4106.0,14.1,39.0,Individual,3.0,1.0
7374,16000.0, 60 months,17.86,405.08,D,10+ years,MORTGAGE,90000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,20.23,1.0,Sep-1995,675.0,679.0,2.0,15.0,0.0,11802.0,61.5,32.0,Individual,1.0,0.0
9376,4400.0, 36 months,16.99,156.86,D,1 year,MORTGAGE,39000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,36.25,2.0,Oct-1995,675.0,679.0,1.0,11.0,0.0,10872.0,64.0,24.0,Individual,1.0,0.0
41,10000.0, 60 months,17.97,253.78,D,2 years,MORTGAGE,55000.0,Not Verified,Dec-2015,Charged Off,credit_card,35.7,0.0,Apr-2001,685.0,689.0,0.0,14.0,0.0,38623.0,78.0,28.0,Individual,6.0,0.0
8611,5000.0, 36 months,10.64,162.85,B,1 year,RENT,40000.0,Verified,Dec-2015,Fully Paid,credit_card,27.3,0.0,Dec-1994,690.0,694.0,0.0,8.0,0.0,765.0,22.5,22.0,Individual,1.0,0.0
1255,9500.0, 36 months,7.49,295.47,A,10+ years,MORTGAGE,49000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,12.69,0.0,Nov-1990,715.0,719.0,0.0,9.0,0.0,59899.0,52.2,17.0,Individual,2.0,0.0
4241,9000.0, 36 months,11.99,298.89,C,7 years,MORTGAGE,80000.0,Verified,Dec-2015,Fully Paid,credit_card,17.66,0.0,Sep-2001,705.0,709.0,0.0,15.0,4.0,7905.0,32.8,18.0,Individual,2.0,0.0
4062,20000.0, 60 months,15.77,483.93,D,4 years,MORTGAGE,109000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,11.13,0.0,Apr-2000,665.0,669.0,1.0,10.0,1.0,5480.0,48.5,18.0,Individual,2.0,0.0
9675,14000.0, 36 months,13.18,472.94,C,7 years,RENT,62434.0,Verified,Dec-2015,Charged Off,debt_consolidation,18.22,1.0,Jun-1998,670.0,674.0,0.0,9.0,1.0,7199.0,80.9,44.0,Individual,0.0,1.0
6893,16200.0, 60 months,24.24,468.31,F,1 year,RENT,45000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,36.17,0.0,Nov-1999,665.0,669.0,1.0,10.0,0.0,33233.0,61.4,17.0,Individual,3.0,0.0
2604,10000.0, 36 months,6.99,308.73,A,10+ years,MORTGAGE,47000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,19.08,0.0,Feb-1994,700.0,704.0,1.0,8.0,1.0,8954.0,18.0,18.0,Individual,2.0,1.0
4044,12000.0, 36 months,6.49,367.74,A,7 years,MORTGAGE,61500.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,22.81,0.0,Aug-1999,725.0,729.0,0.0,6.0,0.0,25611.0,83.4,21.0,Individual,5.0,0.0
1906,27275.0, 60 months,21.48,745.27,E,6 years,RENT,62000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,14.75,0.0,Mar-2001,670.0,674.0,0.0,10.0,0.0,11790.0,71.0,19.0,Individual,1.0,0.0
434,10000.0, 36 months,13.44,339.07,C,3 years,RENT,80000.0,Not Verified,Dec-2015,Fully Paid,credit_card,15.56,1.0,Aug-2003,670.0,674.0,1.0,9.0,1.0,8297.0,57.0,24.0,Individual,3.0,1.0
9477,15000.0, 36 months,11.99,498.15,C,10+ years,RENT,55000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,11.63,0.0,Jul-1994,700.0,704.0,0.0,4.0,0.0,13969.0,134.3,10.0,Individual,0.0,0.0
1376,11375.0, 36 months,15.77,398.63,D,< 1 year,MORTGAGE,45600.0,Verified,Dec-2015,Fully Paid,debt_consolidation,13.58,0.0,Oct-1996,660.0,664.0,3.0,12.0,0.0,5217.0,66.0,18.0,Individual,1.0,0.0
9357,10000.0, 60 months,18.99,259.36,E,9 years,MORTGAGE,70000.0,Verified,Dec-2015,Fully Paid,moving,23.23,0.0,Oct-1993,700.0,704.0,1.0,8.0,0.0,12512.0,64.5,21.0,Individual,1.0,0.0
2309,15550.0, 36 months,17.27,556.5,D,5 years,RENT,85000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,20.19,0.0,Apr-2004,675.0,679.0,2.0,8.0,1.0,6183.0,71.1,15.0,Individual,0.0,0.0
7191,15000.0, 60 months,18.2,382.54,E,10+ years,RENT,54320.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,30.0,0.0,May-2002,665.0,669.0,1.0,13.0,0.0,17510.0,74.8,30.0,Individual,2.0,0.0
2686,12000.0, 36 months,10.78,391.62,B,10+ years,OWN,42000.0,Not Verified,Dec-2015,Fully Paid,credit_card,36.66,1.0,Jun-1996,705.0,709.0,1.0,25.0,0.0,8669.0,28.5,53.0,Individual,0.0,0.0
5675,10000.0, 36 months,11.99,332.1,C,10+ years,MORTGAGE,150000.0,Source Verified,Dec-2015,Fully Paid,vacation,7.6,0.0,Mar-1993,675.0,679.0,1.0,16.0,0.0,27786.0,71.6,35.0,Individual,3.0,0.0
8246,4575.0, 36 months,15.41,159.52,D,6 years,RENT,38000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,16.96,0.0,Nov-2009,660.0,664.0,1.0,6.0,0.0,3635.0,53.5,7.0,Individual,0.0,0.0
9132,2000.0, 36 months,14.48,68.83,C,10+ years,MORTGAGE,75000.0,Source Verified,Dec-2015,Charged Off,home_improvement,12.85,2.0,Aug-2001,660.0,664.0,2.0,17.0,1.0,4371.0,13.8,31.0,Individual,1.0,0.0
3847,10900.0, 36 months,11.99,361.99,C,< 1 year,RENT,56640.0,Verified,Dec-2015,Fully Paid,debt_consolidation,15.85,0.0,Jul-2007,690.0,694.0,0.0,6.0,0.0,10882.0,45.9,8.0,Individual,0.0,0.0
8743,9600.0, 36 months,14.48,330.35,C,2 years,MORTGAGE,90000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,20.96,0.0,Sep-2004,660.0,664.0,2.0,11.0,1.0,4231.0,33.6,21.0,Individual,3.0,1.0
4159,9600.0, 36 months,7.49,298.58,A,10+ years,MORTGAGE,56000.0,Verified,Dec-2015,Fully Paid,credit_card,32.21,1.0,Aug-1996,690.0,694.0,0.0,14.0,0.0,14324.0,38.6,28.0,Individual,1.0,0.0
6336,10000.0, 60 months,12.88,226.92,C,10+ years,MORTGAGE,46000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,27.92,0.0,Jul-2001,725.0,729.0,0.0,10.0,1.0,5776.0,45.8,34.0,Individual,1.0,0.0
9289,6000.0, 36 months,5.32,180.69,A,,MORTGAGE,148000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,25.93,0.0,Aug-1992,750.0,754.0,0.0,19.0,0.0,10179.0,22.1,50.0,Individual,3.0,0.0
7410,10000.0, 36 months,16.99,356.48,D,1 year,OWN,39000.0,Verified,Dec-2015,Charged Off,debt_consolidation,7.42,2.0,Jun-1996,660.0,664.0,2.0,6.0,0.0,8354.0,105.7,15.0,Individual,3.0,0.0
816,24000.0, 36 months,6.99,740.95,A,10+ years,MORTGAGE,127000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,12.07,1.0,Aug-1987,710.0,714.0,0.0,11.0,0.0,21112.0,38.3,56.0,Individual,6.0,0.0
6688,18000.0, 36 months,6.99,555.71,A,10+ years,RENT,75000.0,Source Verified,Dec-2015,Fully Paid,credit_card,13.6,0.0,Oct-1976,700.0,704.0,0.0,11.0,0.0,27437.0,61.4,23.0,Individual,0.0,0.0
7859,33000.0, 60 months,15.41,792.19,D,10+ years,MORTGAGE,103500.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,15.33,0.0,Sep-1995,695.0,699.0,0.0,10.0,0.0,16234.0,44.8,17.0,Individual,2.0,0.0
5295,6000.0, 36 months,6.49,183.87,A,< 1 year,MORTGAGE,50000.0,Not Verified,Dec-2015,Fully Paid,credit_card,10.63,0.0,Aug-2006,730.0,734.0,0.0,18.0,0.0,5621.0,15.9,26.0,Individual,1.0,0.0
9050,12800.0, 36 months,9.76,411.58,B,< 1 year,RENT,52000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,29.75,0.0,May-2011,665.0,669.0,0.0,7.0,0.0,12119.0,65.2,16.0,Individual,0.0,0.0
3331,8000.0, 36 months,10.78,261.08,B,10+ years,MORTGAGE,108000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,15.01,1.0,Dec-1985,695.0,699.0,2.0,24.0,0.0,17254.0,25.0,44.0,Individual,3.0,0.0
3248,4800.0, 36 months,11.48,158.24,B,< 1 year,MORTGAGE,57500.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,9.1,0.0,Nov-2004,660.0,664.0,2.0,9.0,0.0,9810.0,53.0,20.0,Individual,2.0,0.0
3491,12000.0, 36 months,7.49,373.22,A,10+ years,MORTGAGE,88000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,14.01,4.0,Sep-2003,685.0,689.0,1.0,11.0,0.0,14241.0,65.3,24.0,Individual,4.0,0.0
6046,11000.0, 36 months,10.78,358.99,B,2 years,RENT,30000.0,Source Verified,Dec-2015,Fully Paid,credit_card,17.44,0.0,May-2006,705.0,709.0,0.0,12.0,0.0,14312.0,70.2,17.0,Individual,0.0,0.0
5314,6725.0, 36 months,13.99,229.82,C,10+ years,MORTGAGE,72000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,1.08,0.0,Mar-2002,670.0,674.0,0.0,4.0,1.0,1160.0,50.4,8.0,Individual,1.0,1.0
4772,19000.0, 36 months,7.26,588.93,A,10+ years,MORTGAGE,50000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,15.07,0.0,Nov-1999,705.0,709.0,0.0,10.0,0.0,9672.0,36.9,11.0,Individual,2.0,0.0
1422,12000.0, 60 months,17.97,304.53,D,,MORTGAGE,40000.0,Not Verified,Dec-2015,Fully Paid,other,1.89,0.0,Feb-2005,680.0,684.0,0.0,3.0,0.0,818.0,23.4,11.0,Individual,1.0,0.0
5171,10000.0, 60 months,11.48,219.83,B,5 years,MORTGAGE,81000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,11.73,0.0,Nov-1992,680.0,684.0,4.0,8.0,1.0,4885.0,18.5,41.0,Individual,4.0,1.0
4186,11400.0, 36 months,19.48,420.66,E,10+ years,MORTGAGE,69000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,28.26,0.0,Oct-1989,665.0,669.0,0.0,26.0,1.0,18915.0,58.4,53.0,Individual,2.0,1.0
1118,15000.0, 36 months,11.48,494.5,B,3 years,MORTGAGE,60000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,24.32,1.0,Feb-1992,690.0,694.0,0.0,8.0,0.0,62210.0,86.9,21.0,Individual,2.0,0.0
3612,14400.0, 36 months,12.88,484.37,C,< 1 year,RENT,84000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,5.29,0.0,Oct-2005,705.0,709.0,0.0,3.0,0.0,17070.0,70.2,8.0,Individual,0.0,0.0
9722,16000.0, 36 months,5.32,481.84,A,1 year,RENT,125000.0,Not Verified,Dec-2015,Fully Paid,credit_card,12.71,0.0,Jan-2006,740.0,744.0,0.0,16.0,0.0,7383.0,29.2,28.0,Individual,0.0,0.0
9534,5000.0, 36 months,5.32,150.58,A,2 years,RENT,125000.0,Not Verified,Dec-2015,Fully Paid,credit_card,22.21,0.0,Jun-2000,720.0,724.0,0.0,19.0,0.0,34472.0,83.5,26.0,Individual,0.0,0.0
355,10000.0, 36 months,15.77,350.44,D,4 years,RENT,128000.0,Verified,Dec-2015,Charged Off,debt_consolidation,36.23,1.0,Dec-2002,685.0,689.0,1.0,18.0,0.0,23125.0,67.4,29.0,Individual,0.0,0.0
4317,14000.0, 60 months,9.17,291.78,B,2 years,MORTGAGE,88000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,10.6,0.0,Sep-1985,725.0,729.0,0.0,23.0,0.0,18119.0,37.1,48.0,Individual,3.0,0.0
5366,8000.0, 36 months,7.49,248.82,A,5 years,MORTGAGE,72000.0,Not Verified,Dec-2015,Charged Off,other,29.73,1.0,Apr-1997,755.0,759.0,0.0,16.0,0.0,9203.0,21.5,30.0,Individual,4.0,0.0
8112,24000.0, 36 months,5.32,722.76,A,10+ years,MORTGAGE,140000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,9.94,0.0,Sep-1997,770.0,774.0,0.0,9.0,0.0,30817.0,34.0,33.0,Individual,1.0,0.0
7769,12500.0, 36 months,13.67,425.22,C,6 years,MORTGAGE,54000.0,Source Verified,Dec-2015,Charged Off,credit_card,25.49,1.0,Feb-2005,680.0,684.0,1.0,9.0,1.0,4741.0,40.5,17.0,Individual,3.0,1.0
9469,6000.0, 36 months,12.59,200.99,C,8 years,MORTGAGE,35000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,14.33,1.0,Oct-1998,660.0,664.0,0.0,9.0,0.0,5374.0,68.0,14.0,Individual,2.0,0.0
6758,25000.0, 60 months,9.8,528.72,B,10+ years,OWN,144000.0,Not Verified,Dec-2015,Charged Off,credit_card,31.55,0.0,Oct-1982,735.0,739.0,1.0,17.0,0.0,77820.0,44.7,38.0,Individual,2.0,0.0
3058,16800.0, 60 months,23.13,474.86,F,1 year,RENT,50000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,28.61,0.0,Jan-2000,675.0,679.0,1.0,19.0,1.0,8171.0,51.1,63.0,Individual,5.0,1.0
3604,20000.0, 36 months,5.32,602.3,A,9 years,MORTGAGE,82000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,15.57,0.0,Mar-1999,770.0,774.0,0.0,15.0,0.0,8517.0,17.4,33.0,Individual,3.0,0.0
9188,11900.0, 60 months,17.86,301.28,D,3 years,RENT,32000.0,Not Verified,Dec-2015,Fully Paid,credit_card,17.11,0.0,Jun-1995,660.0,664.0,1.0,6.0,0.0,5272.0,67.6,10.0,Individual,0.0,0.0
2232,10000.0, 60 months,18.99,259.36,E,,OWN,50000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,18.34,0.0,Feb-1977,710.0,714.0,1.0,8.0,0.0,6492.0,23.2,28.0,Individual,8.0,0.0
2379,13000.0, 36 months,6.49,398.38,A,10+ years,RENT,50000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,11.21,0.0,Jul-2001,710.0,714.0,0.0,9.0,0.0,13798.0,30.9,19.0,Individual,1.0,0.0
2871,12000.0, 60 months,11.99,266.88,C,10+ years,RENT,70000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,19.0,0.0,Sep-2003,740.0,744.0,1.0,39.0,0.0,1909.0,4.9,63.0,Individual,0.0,0.0
7345,7000.0, 36 months,5.32,210.81,A,3 years,RENT,55000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,12.17,0.0,Jul-2006,680.0,684.0,0.0,5.0,0.0,9784.0,59.7,14.0,Individual,0.0,0.0
3432,10000.0, 36 months,9.8,321.74,B,10+ years,RENT,115000.0,Not Verified,Dec-2015,Fully Paid,other,16.04,4.0,Nov-2000,670.0,674.0,1.0,10.0,0.0,11026.0,58.3,16.0,Individual,0.0,0.0
2873,15000.0, 36 months,8.49,473.45,B,10+ years,MORTGAGE,36000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,28.43,1.0,Mar-1996,730.0,734.0,1.0,14.0,0.0,18114.0,35.2,44.0,Individual,5.0,0.0
2587,10125.0, 36 months,13.44,343.31,C,10+ years,MORTGAGE,90000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,25.43,0.0,Oct-2003,680.0,684.0,0.0,8.0,2.0,2249.0,70.3,31.0,Individual,3.0,0.0
9276,9600.0, 36 months,12.59,321.57,C,4 years,MORTGAGE,45000.0,Verified,Dec-2015,Charged Off,debt_consolidation,9.25,5.0,Jun-2004,680.0,684.0,1.0,6.0,0.0,1412.0,39.2,21.0,Individual,1.0,0.0
5491,10000.0, 36 months,10.78,326.35,B,5 years,RENT,30960.0,Verified,Dec-2015,Fully Paid,debt_consolidation,27.6,0.0,May-2007,685.0,689.0,1.0,8.0,0.0,8358.0,74.0,15.0,Individual,0.0,0.0
6586,5000.0, 36 months,13.99,170.87,C,10+ years,MORTGAGE,55000.0,Verified,Dec-2015,Charged Off,other,32.21,0.0,Nov-1999,695.0,699.0,0.0,9.0,0.0,9393.0,48.2,18.0,Individual,1.0,0.0
8299,4000.0, 36 months,13.67,136.08,C,5 years,OWN,37500.0,Verified,Dec-2015,Fully Paid,other,33.89,0.0,Dec-1995,720.0,724.0,0.0,14.0,0.0,14573.0,32.8,21.0,Individual,0.0,0.0
7613,25000.0, 60 months,17.86,632.94,D,10+ years,MORTGAGE,81000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,27.49,0.0,Feb-2002,695.0,699.0,0.0,12.0,0.0,14408.0,57.2,18.0,Individual,2.0,0.0
2728,10000.0, 36 months,15.77,350.44,D,,RENT,36048.0,Verified,Dec-2015,Fully Paid,vacation,31.89,0.0,Dec-2004,670.0,674.0,0.0,7.0,0.0,4525.0,40.8,22.0,Individual,0.0,0.0
9699,11000.0, 36 months,7.89,344.15,A,3 years,MORTGAGE,53000.0,Not Verified,Dec-2015,Fully Paid,credit_card,11.39,0.0,Aug-1995,720.0,724.0,0.0,11.0,0.0,13880.0,38.1,22.0,Individual,4.0,0.0
4980,23500.0, 36 months,11.48,774.72,B,8 years,RENT,55000.0,Verified,Dec-2015,Charged Off,debt_consolidation,14.73,0.0,Oct-2003,695.0,699.0,1.0,7.0,0.0,9155.0,65.9,14.0,Individual,0.0,0.0
912,19200.0, 60 months,10.78,415.36,B,< 1 year,RENT,65000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,15.5,0.0,Dec-2001,690.0,694.0,0.0,19.0,0.0,19014.0,74.9,26.0,Individual,0.0,0.0
1517,8000.0, 36 months,8.49,252.51,B,6 years,MORTGAGE,42000.0,Verified,Dec-2015,Fully Paid,credit_card,21.57,0.0,May-1990,695.0,699.0,0.0,7.0,1.0,4701.0,33.6,20.0,Individual,1.0,1.0
4033,22000.0, 36 months,11.48,725.27,B,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,15.77,0.0,Feb-1997,730.0,734.0,0.0,6.0,0.0,392.0,8.7,20.0,Individual,2.0,0.0
4529,20000.0, 36 months,8.49,631.26,B,10+ years,RENT,75000.0,Source Verified,Dec-2015,Fully Paid,credit_card,14.69,0.0,Oct-1995,670.0,674.0,0.0,7.0,0.0,14544.0,77.8,20.0,Individual,1.0,0.0
1693,6150.0, 36 months,17.27,220.1,D,< 1 year,RENT,14000.0,Verified,Dec-2015,Charged Off,credit_card,39.71,0.0,Feb-2012,690.0,694.0,0.0,5.0,0.0,10424.0,49.6,11.0,Individual,0.0,0.0
1998,20000.0, 36 months,11.48,659.33,B,10+ years,MORTGAGE,135000.0,Verified,Dec-2015,Charged Off,small_business,21.75,3.0,Jul-1992,685.0,689.0,3.0,16.0,0.0,36080.0,74.0,35.0,Individual,4.0,0.0
9167,14000.0, 36 months,6.89,431.58,A,10+ years,MORTGAGE,90000.0,Not Verified,Dec-2015,Fully Paid,credit_card,15.09,0.0,Dec-1996,760.0,764.0,0.0,10.0,0.0,14232.0,96.8,31.0,Individual,6.0,0.0
2922,12500.0, 36 months,11.99,415.12,C,10+ years,MORTGAGE,45000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,13.71,0.0,Sep-1995,685.0,689.0,2.0,8.0,1.0,2910.0,19.0,30.0,Individual,9.0,0.0
5227,8000.0, 36 months,7.91,250.36,A,< 1 year,MORTGAGE,38000.0,Not Verified,Dec-2015,Fully Paid,major_purchase,22.3,0.0,Nov-2006,695.0,699.0,0.0,6.0,0.0,5827.0,33.7,12.0,Individual,1.0,0.0
451,21000.0, 36 months,10.78,685.33,B,4 years,MORTGAGE,81000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,17.19,0.0,Jul-2003,700.0,704.0,0.0,12.0,0.0,14360.0,45.6,39.0,Individual,2.0,0.0
9360,6000.0, 36 months,6.24,183.19,A,10+ years,RENT,52180.0,Source Verified,Dec-2015,Fully Paid,credit_card,16.86,0.0,May-1998,695.0,699.0,0.0,16.0,1.0,7300.0,27.5,36.0,Individual,2.0,1.0
5503,35000.0, 60 months,26.06,1049.17,F,6 years,MORTGAGE,116500.0,Verified,Dec-2015,Fully Paid,debt_consolidation,27.31,0.0,Dec-2001,665.0,669.0,3.0,43.0,0.0,50265.0,72.8,55.0,Individual,3.0,0.0
5389,25000.0, 36 months,5.32,752.87,A,10+ years,RENT,74000.0,Not Verified,Dec-2015,Fully Paid,credit_card,24.04,0.0,Aug-1997,685.0,689.0,1.0,20.0,0.0,42486.0,61.0,26.0,Individual,0.0,0.0
2093,10000.0, 36 months,11.99,332.1,C,2 years,RENT,54000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,19.22,2.0,Sep-2003,665.0,669.0,0.0,6.0,1.0,3590.0,34.9,17.0,Individual,0.0,1.0
7032,20000.0, 36 months,6.24,610.62,A,8 years,MORTGAGE,120000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,3.31,0.0,Aug-2001,680.0,684.0,0.0,11.0,0.0,8678.0,32.4,27.0,Individual,2.0,0.0
1353,11000.0, 36 months,10.78,358.99,B,8 years,MORTGAGE,55000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,16.3,0.0,Feb-1989,685.0,689.0,3.0,9.0,1.0,9286.0,54.0,22.0,Individual,1.0,1.0
5224,11800.0, 36 months,11.48,389.01,B,9 years,OWN,83832.0,Source Verified,Dec-2015,Charged Off,other,17.43,2.0,Mar-1998,675.0,679.0,0.0,7.0,0.0,19026.0,67.5,11.0,Individual,0.0,0.0
5903,1200.0, 36 months,17.27,42.95,D,10+ years,RENT,28000.0,Verified,Dec-2015,Fully Paid,other,16.8,1.0,Jul-2002,675.0,679.0,2.0,8.0,0.0,1737.0,69.5,36.0,Individual,0.0,0.0
2397,16000.0, 60 months,8.49,328.19,B,10+ years,RENT,85000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,12.95,0.0,Oct-1991,700.0,704.0,0.0,6.0,0.0,4347.0,16.1,17.0,Individual,2.0,0.0
1236,13000.0, 36 months,5.32,391.5,A,4 years,MORTGAGE,76000.0,Not Verified,Dec-2015,Fully Paid,other,7.47,0.0,Jun-2002,755.0,759.0,0.0,16.0,0.0,12612.0,67.8,28.0,Individual,1.0,0.0
765,13000.0, 36 months,12.88,437.28,C,10+ years,MORTGAGE,38000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,25.89,0.0,Apr-1998,675.0,679.0,1.0,13.0,1.0,10410.0,49.3,35.0,Individual,3.0,1.0
6985,20000.0, 36 months,5.32,602.3,A,1 year,RENT,120000.0,Source Verified,Dec-2015,Fully Paid,credit_card,11.39,0.0,Feb-1978,700.0,704.0,2.0,22.0,1.0,18237.0,38.6,38.0,Individual,0.0,0.0
2096,5600.0, 36 months,9.17,178.53,B,4 years,MORTGAGE,41500.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,15.64,1.0,May-1991,660.0,664.0,0.0,7.0,0.0,4907.0,68.2,16.0,Individual,6.0,0.0
9257,24000.0, 36 months,8.38,756.29,B,8 years,MORTGAGE,200000.0,Verified,Dec-2015,Fully Paid,credit_card,22.29,0.0,Dec-1997,665.0,669.0,0.0,12.0,0.0,19180.0,66.6,45.0,Individual,3.0,0.0
9062,30000.0, 36 months,18.49,1091.97,E,1 year,MORTGAGE,94000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,22.66,0.0,Feb-1997,690.0,694.0,3.0,36.0,0.0,14370.0,13.0,67.0,Individual,3.0,0.0
9344,24000.0, 36 months,7.26,743.91,A,10+ years,MORTGAGE,118000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,23.83,0.0,Mar-2004,735.0,739.0,0.0,20.0,0.0,12277.0,31.6,51.0,Individual,2.0,0.0
4200,25000.0, 60 months,15.77,604.91,D,2 years,RENT,60000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,20.92,2.0,Oct-2002,670.0,674.0,0.0,10.0,0.0,13066.0,57.3,25.0,Individual,0.0,0.0
4512,6300.0, 36 months,6.99,194.5,A,,RENT,15612.0,Verified,Dec-2015,Fully Paid,debt_consolidation,7.84,0.0,Apr-1999,770.0,774.0,2.0,6.0,0.0,3862.0,12.7,24.0,Individual,0.0,0.0
1780,21000.0, 36 months,11.99,697.41,C,10+ years,MORTGAGE,85000.0,Verified,Dec-2015,Fully Paid,credit_card,19.37,0.0,Apr-2000,685.0,689.0,3.0,15.0,2.0,20532.0,49.0,39.0,Individual,4.0,0.0
2074,8000.0, 36 months,7.91,250.36,A,1 year,MORTGAGE,50000.0,Verified,Dec-2015,Fully Paid,credit_card,12.75,0.0,Apr-2003,710.0,714.0,0.0,7.0,0.0,14633.0,75.0,10.0,Individual,1.0,0.0
3045,12000.0, 60 months,12.88,272.31,C,10+ years,MORTGAGE,62000.0,Verified,Dec-2015,Fully Paid,credit_card,21.06,0.0,Jan-1996,740.0,744.0,0.0,6.0,0.0,6366.0,97.9,34.0,Individual,9.0,0.0
2782,16800.0, 36 months,7.91,525.76,A,9 years,MORTGAGE,78000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,13.8,1.0,Mar-2004,680.0,684.0,0.0,10.0,0.0,10989.0,48.8,20.0,Individual,3.0,0.0
4692,21600.0, 36 months,13.44,732.38,C,4 years,MORTGAGE,200000.0,Source Verified,Dec-2015,Fully Paid,credit_card,11.89,0.0,Jan-2006,695.0,699.0,0.0,16.0,0.0,24905.0,50.1,21.0,Individual,1.0,0.0
9019,15275.0, 60 months,17.57,384.33,D,< 1 year,MORTGAGE,78000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,25.72,0.0,Sep-2004,670.0,674.0,0.0,9.0,2.0,14277.0,78.4,22.0,Individual,1.0,2.0
7799,7000.0, 36 months,9.76,225.09,B,8 years,MORTGAGE,65000.0,Source Verified,Dec-2015,Fully Paid,credit_card,20.49,0.0,Aug-2002,660.0,664.0,0.0,7.0,1.0,7923.0,62.9,18.0,Individual,3.0,1.0
